Year,League,Name,Age,Team,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,Hits/AB,OBP,SLG,OPS,TB
1999,AL,Billy Taylor,37,OAK,5,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Miguel Tejada,25,OAK,159,674,593,93,149,33,4,21,84,57,94,0.251,0.325,0.427,0.751,253
1999,AL,Frank Thomas,31,CHW,135,590,486,74,148,36,0,15,77,87,66,0.305,0.414,0.471,0.885,229
1999,AL,Jim Thome,28,CLE,146,629,494,101,137,27,2,33,108,127,171,0.277,0.426,0.54,0.967,267
1999,AL,Justin Thompson,26,DET,2,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,AL,Mike Timlin,33,BAL,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Ozzie Timmons,28,SEA,26,48,44,4,5,2,0,1,3,4,12,0.114,0.188,0.227,0.415,10
1999,AL,Bubba Trammell,27,TBD,82,328,283,49,82,19,0,14,39,43,37,0.29,0.384,0.505,0.889,143
1999,AL,Mike Trombley,32,MIN,6,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Chris Turner,30,CLE,12,22,21,3,4,0,0,0,0,1,8,0.19,0.227,0.19,0.418,4
1999,AL,Tim Unroe,28,ANA,27,59,54,5,13,2,0,1,6,4,16,0.241,0.305,0.333,0.638,18
1999,AL,Javier Valentin,23,MIN,78,247,218,22,54,12,1,5,28,22,39,0.248,0.313,0.381,0.694,83
1999,AL,John Valentin,32,BOS,113,503,450,58,114,27,1,12,70,40,68,0.253,0.315,0.398,0.713,179
1999,AL,Jason Varitek,27,BOS,144,544,483,70,130,39,2,20,76,46,85,0.269,0.33,0.482,0.813,233
1999,AL,Mo Vaughn,31,ANA,139,592,524,63,147,20,0,33,108,54,127,0.281,0.358,0.508,0.866,266
1999,AL,Jorge Velandia,24,OAK,63,51,48,4,9,1,0,0,2,2,13,0.188,0.235,0.208,0.444,10
1999,AL,Randy Velarde,36,ANA,95,425,376,57,115,15,4,9,48,43,56,0.306,0.383,0.439,0.822,165
1999,AL,Randy Velarde,36,OAK,61,286,255,48,85,10,3,7,28,27,42,0.333,0.401,0.478,0.88,122
1999,AL,Mike Venafro,25,TEX,6,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Wilton Veras,21,BOS,36,127,118,14,34,5,1,2,13,5,14,0.288,0.323,0.398,0.721,47
1999,AL,Joe Vitiello,29,KCR,13,45,41,4,6,1,0,1,4,2,9,0.146,0.222,0.244,0.466,10
1999,AL,Omar Vizquel,32,CLE,144,664,574,112,191,36,4,5,66,65,50,0.333,0.397,0.436,0.833,250
1999,AL,Tim Wakefield,32,BOS,6,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1999,AL,Matt Walbeck,29,ANA,107,321,288,26,69,8,1,3,22,26,46,0.24,0.308,0.306,0.614,88
1999,AL,Todd Walker,26,MIN,143,586,531,62,148,37,4,6,46,52,83,0.279,0.343,0.397,0.74,211
1999,AL,Bryan Ward,27,CHW,5,1,0,0,0,0,0,0,0,1,0,,1,,,0
1999,AL,John Wasdin,26,BOS,7,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Jarrod Washburn,24,ANA,1,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Jeff Weaver,22,DET,3,5,4,2,2,1,0,0,0,0,1,0.5,0.5,0.75,1.25,3
1999,AL,Lenny Webster,34,BAL,16,45,36,1,6,1,0,0,3,8,5,0.167,0.333,0.194,0.528,7
1999,AL,Lenny Webster,34,BOS,6,17,14,0,0,0,0,0,1,2,2,0,0.176,0,0.176,0
1999,AL,Bob Wells,32,MIN,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,David Wells,36,TOR,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,AL,Vernon Wells,20,TOR,24,92,88,8,23,5,0,1,8,4,18,0.261,0.293,0.352,0.646,31
1999,AL,John Wetteland,32,TEX,5,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Matt Whisenant,28,KCR,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Rick White,30,TBD,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Mark Whiten,32,CLE,8,28,25,2,4,1,0,1,4,3,4,0.16,0.25,0.32,0.57,8
1999,AL,Bernie Williams,30,NYY,158,697,591,116,202,28,6,25,115,100,95,0.342,0.435,0.536,0.971,317
1999,AL,Reggie Williams,33,ANA,30,71,63,8,14,1,2,1,6,5,21,0.222,0.286,0.349,0.635,22
1999,AL,Craig Wilson,28,CHW,98,282,252,28,60,8,1,4,26,23,22,0.238,0.301,0.325,0.626,82
1999,AL,Dan Wilson,30,SEA,123,457,414,46,110,23,2,7,38,29,83,0.266,0.315,0.382,0.697,158
1999,AL,Enrique Wilson,25,CLE,113,368,332,41,87,22,1,2,24,25,41,0.262,0.31,0.352,0.663,117
1999,AL,Randy Winn,25,TBD,79,324,303,44,81,16,4,2,24,17,63,0.267,0.307,0.366,0.673,111
1999,AL,Jay Witasick,26,KCR,2,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0
1999,AL,Bobby Witt,35,TBD,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,AL,Kevin Witt,23,TOR,15,37,34,3,7,1,0,1,5,2,9,0.206,0.25,0.324,0.574,11
1999,AL,Jason Wood,29,DET,27,47,44,5,7,1,0,1,8,2,13,0.159,0.196,0.25,0.446,11
1999,AL,Chris Woodward,23,TOR,14,29,26,1,6,1,0,0,2,2,6,0.231,0.276,0.269,0.545,7
1999,AL,Tim Worrell,31,OAK,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Jaret Wright,23,CLE,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,AL,Esteban Yan,24,TBD,1,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Gregg Zaun,28,TEX,43,106,93,12,23,2,1,1,12,10,7,0.247,0.314,0.323,0.637,30
1999,AL,Todd Zeile,33,TEX,156,656,588,80,172,41,1,24,98,56,94,0.293,0.354,0.488,0.842,287
1999,AL,Jeff Zimmerman,26,TEX,5,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,Jordan Zimmerman,24,SEA,2,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,AL,LgAvg per 600 PA,,,163,600,530,80,146,28,3,18,75,56,95,0.275,0.347,0.439,0.786,233
1999,NL,Jim Abbott,31,MIL,18,24,21,0,2,0,0,0,3,0,10,0.095,0.095,0.095,0.19,2
1999,NL,Kurt Abbott,30,COL,96,305,286,41,78,17,2,8,41,16,69,0.273,0.31,0.43,0.74,123
1999,NL,Bobby Abreu,25,PHI,152,662,546,118,183,35,11,20,93,109,113,0.335,0.446,0.549,0.995,300
1999,NL,Juan Acevedo,29,STL,49,22,20,0,1,0,0,0,0,0,16,0.05,0.05,0.05,0.1,1
1999,NL,Terry Adams,26,CHC,49,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Benny Agbayani,27,NYM,101,314,276,42,79,18,3,14,42,32,60,0.286,0.363,0.525,0.888,145
1999,NL,Rick Aguilera,37,CHC,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,NL,Scott Aldred,31,PHI,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Manny Alexander,28,CHC,90,189,177,17,48,11,2,0,15,10,38,0.271,0.309,0.356,0.664,63
1999,NL,Antonio Alfonseca,27,FLA,69,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Edgardo Alfonzo,25,NYM,158,726,628,123,191,41,1,27,108,85,85,0.304,0.385,0.502,0.886,315
1999,NL,Jermaine Allensworth,27,NYM,40,86,73,14,16,2,0,3,9,9,23,0.219,0.31,0.37,0.679,27
1999,NL,Armando Almanza,26,FLA,14,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Carlos Almanzar,25,SDP,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Hector Almonte,23,FLA,15,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Brian Anderson,27,ARI,31,42,38,4,5,0,1,1,2,2,10,0.132,0.171,0.263,0.434,10
1999,NL,Jimmy Anderson,23,PIT,13,9,9,2,3,1,0,0,1,0,2,0.333,0.333,0.444,0.778,4
1999,NL,Marlon Anderson,25,PHI,129,484,452,48,114,26,4,5,54,24,61,0.252,0.292,0.361,0.652,163
1999,NL,Shane Andrews,27,MON,98,328,281,28,51,8,0,11,37,43,88,0.181,0.287,0.327,0.614,92
1999,NL,Shane Andrews,27,CHC,19,76,67,13,17,4,0,5,14,7,21,0.254,0.329,0.537,0.866,36
1999,NL,Rick Ankiel,19,STL,9,11,10,0,1,0,0,0,0,0,3,0.1,0.1,0.1,0.2,1
1999,NL,Alex Arias,31,PHI,118,390,347,43,105,20,1,4,48,36,31,0.303,0.373,0.401,0.773,139
1999,NL,George Arias,27,SDP,55,170,164,20,40,8,0,7,20,6,54,0.244,0.271,0.421,0.691,69
1999,NL,Tony Armas,21,MON,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Jamie Arnold,25,LAD,34,11,10,1,2,0,0,0,1,0,3,0.2,0.2,0.2,0.4,2
1999,NL,Andy Ashby,31,SDP,29,72,62,3,8,2,0,0,2,3,25,0.129,0.169,0.161,0.331,10
1999,NL,Pedro Astacio,30,COL,36,94,86,5,20,2,1,0,7,1,24,0.233,0.241,0.279,0.52,24
1999,NL,Rich Aurilia,27,SFG,152,614,558,68,157,23,1,22,80,43,71,0.281,0.336,0.444,0.78,248
1999,NL,Bruce Aven,27,FLA,137,440,381,57,110,19,2,12,70,44,82,0.289,0.37,0.444,0.814,169
1999,NL,Steve Avery,29,CIN,17,28,26,1,2,0,0,0,1,0,11,0.077,0.077,0.077,0.154,2
1999,NL,Bobby Ayala,29,MON,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,NL,Bobby Ayala,29,CHC,13,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Manny Aybar,27,STL,63,13,12,0,1,0,0,0,1,0,7,0.083,0.083,0.083,0.167,1
1999,NL,Carlos Baerga,30,SDP,33,89,80,6,20,1,0,2,5,6,14,0.25,0.318,0.338,0.656,27
1999,NL,Jeff Bagwell,31,HOU,162,729,562,143,171,35,0,42,126,149,127,0.304,0.454,0.591,1.045,332
1999,NL,Paul Bako,27,HOU,73,247,215,16,55,14,1,2,17,26,57,0.256,0.332,0.358,0.69,77
1999,NL,Brian Banks,28,MIL,105,249,219,34,53,7,1,5,22,25,59,0.242,0.317,0.352,0.669,77
1999,NL,Rod Barajas,23,ARI,5,18,16,3,4,1,0,1,3,1,1,0.25,0.294,0.5,0.794,8
1999,NL,Glen Barker,28,HOU,81,90,73,23,21,2,0,1,11,11,19,0.288,0.384,0.356,0.74,26
1999,NL,Kevin Barker,23,MIL,38,127,117,13,33,3,0,3,23,9,19,0.282,0.331,0.385,0.715,45
1999,NL,Richie Barker,26,CHC,5,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Michael Barrett,22,MON,126,469,433,53,127,32,3,8,52,32,39,0.293,0.345,0.436,0.782,189
1999,NL,Jeff Barry,29,COL,74,192,168,19,45,16,0,5,26,19,29,0.268,0.344,0.452,0.796,76
1999,NL,Miguel Batista,28,MON,37,41,35,6,7,1,0,1,3,2,19,0.2,0.243,0.314,0.558,11
1999,NL,Tony Batista,25,ARI,44,164,144,16,37,5,0,5,21,16,17,0.257,0.335,0.396,0.731,57
1999,NL,Howard Battle,27,ATL,15,19,17,2,6,0,0,1,5,2,3,0.353,0.421,0.529,0.95,9
1999,NL,Danny Bautista,27,FLA,70,211,205,32,59,10,1,5,24,4,30,0.288,0.303,0.42,0.723,86
1999,NL,Rod Beck,30,CHC,31,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Rich Becker,27,MIL,89,174,139,15,35,5,2,5,16,33,38,0.252,0.395,0.424,0.82,59
1999,NL,Stan Belinda,32,CIN,28,4,4,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1
1999,NL,Derek Bell,30,HOU,128,568,509,61,120,22,0,12,66,50,129,0.236,0.306,0.35,0.656,178
1999,NL,Jay Bell,33,ARI,151,688,589,132,170,32,6,38,112,82,132,0.289,0.374,0.557,0.931,328
1999,NL,Ronnie Belliard,24,MIL,124,531,457,60,135,29,4,8,58,64,59,0.295,0.379,0.429,0.808,196
1999,NL,Rigo Beltran,29,NYM,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,NL,Rigo Beltran,29,COL,12,2,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,1
1999,NL,Adrian Beltre,20,LAD,152,614,538,84,148,27,5,15,67,61,105,0.275,0.352,0.428,0.78,230
1999,NL,Marvin Benard,28,SFG,149,625,562,100,163,36,5,16,64,55,97,0.29,0.359,0.457,0.816,257
1999,NL,Alan Benes,27,STL,2,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Andy Benes,31,ARI,31,73,58,6,9,0,0,1,5,4,17,0.155,0.222,0.207,0.429,12
1999,NL,Armando Benitez,26,NYM,72,5,5,0,0,0,0,0,1,0,2,0,0,0,0,0
1999,NL,Mike Benjamin,33,PIT,110,404,368,42,91,26,7,1,37,20,90,0.247,0.288,0.364,0.652,134
1999,NL,Gary Bennett,27,PHI,36,94,88,7,24,4,0,1,21,4,11,0.273,0.298,0.352,0.65,31
1999,NL,Joel Bennett,29,PHI,4,6,4,1,0,0,0,0,0,1,1,0,0.2,0,0.2,0
1999,NL,Shayne Bennett,27,MON,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Kris Benson,24,PIT,30,75,65,7,10,3,0,0,7,3,24,0.154,0.191,0.2,0.391,13
1999,NL,Jason Bere,28,CIN,10,17,14,2,4,0,0,0,1,0,7,0.286,0.333,0.286,0.619,4
1999,NL,Jason Bere,28,MIL,5,10,8,1,3,0,0,0,0,2,2,0.375,0.5,0.375,0.875,3
1999,NL,Dave Berg,28,FLA,109,336,304,42,87,18,1,3,25,27,59,0.286,0.348,0.382,0.73,116
1999,NL,Peter Bergeron,21,MON,16,55,45,12,11,2,0,0,1,9,5,0.244,0.37,0.289,0.659,13
1999,NL,Sean Bergman,29,HOU,18,29,28,4,3,0,0,2,2,0,12,0.107,0.107,0.321,0.429,9
1999,NL,Sean Bergman,29,ATL,6,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Lance Berkman,23,HOU,34,106,93,10,22,2,0,4,15,12,21,0.237,0.321,0.387,0.708,36
1999,NL,Sean Berry,33,MIL,106,281,259,26,59,11,1,2,23,17,50,0.228,0.281,0.301,0.582,78
1999,NL,Dante Bichette,35,COL,151,659,593,104,177,38,2,34,133,54,84,0.298,0.354,0.541,0.895,321
1999,NL,Craig Biggio,33,HOU,160,749,639,123,188,56,0,16,73,88,107,0.294,0.386,0.457,0.843,292
1999,NL,Brent Billingsley,24,FLA,8,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Henry Blanco,27,COL,88,303,263,30,61,12,3,6,28,34,38,0.232,0.32,0.369,0.689,97
1999,NL,Jeff Blauser,33,CHC,104,238,200,41,48,5,2,9,26,26,52,0.24,0.347,0.42,0.767,84
1999,NL,Geoff Blum,26,MON,45,154,133,21,32,7,2,8,18,17,25,0.241,0.327,0.504,0.83,67
1999,NL,Doug Bochtler,28,LAD,11,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Brian Boehringer,30,SDP,32,20,16,0,1,0,0,0,0,2,9,0.063,0.167,0.063,0.229,1
1999,NL,Tim Bogar,32,HOU,106,354,309,44,74,16,2,4,31,38,52,0.239,0.328,0.343,0.671,106
1999,NL,Brian Bohanon,30,COL,34,81,71,6,14,2,0,1,7,5,20,0.197,0.25,0.268,0.518,19
1999,NL,Barry Bonds,34,SFG,102,434,355,91,93,20,2,34,83,73,62,0.262,0.389,0.617,1.006,219
1999,NL,Bobby Bonilla,36,NYM,60,141,119,12,19,5,0,4,18,19,16,0.16,0.277,0.303,0.579,36
1999,NL,Aaron Boone,26,CIN,139,521,472,56,132,26,5,14,72,30,79,0.28,0.33,0.445,0.775,210
1999,NL,Bret Boone,30,ATL,152,671,608,102,153,38,1,20,63,47,112,0.252,0.31,0.416,0.726,253
1999,NL,Pedro Borbon,31,LAD,68,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Ricky Bottalico,29,STL,65,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Kent Bottenfield,30,STL,30,70,61,4,9,3,0,0,5,1,26,0.148,0.161,0.197,0.358,12
1999,NL,Micah Bowie,24,ATL,3,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Micah Bowie,24,CHC,11,15,14,0,3,0,0,0,3,1,3,0.214,0.267,0.214,0.481,3
1999,NL,Jason Boyd,26,PIT,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Darren Bragg,29,STL,93,325,273,38,71,12,1,6,26,44,67,0.26,0.369,0.377,0.746,103
1999,NL,Jeff Brantley,35,PHI,10,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Billy Brewer,31,PHI,25,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Chris Brock,29,SFG,18,42,35,4,7,0,0,0,4,3,8,0.2,0.263,0.2,0.463,7
1999,NL,Rico Brogna,29,PHI,157,679,619,90,172,29,4,24,102,54,132,0.278,0.336,0.454,0.79,281
1999,NL,Adrian Brown,25,PIT,116,267,226,34,61,5,2,4,17,33,39,0.27,0.364,0.363,0.727,82
1999,NL,Brant Brown,28,PIT,130,371,341,49,79,20,3,16,58,22,114,0.232,0.283,0.449,0.732,153
1999,NL,Emil Brown,24,PIT,6,14,14,0,2,1,0,0,0,0,3,0.143,0.143,0.214,0.357,3
1999,NL,Kevin Brown,34,LAD,34,94,78,1,5,0,0,0,3,2,24,0.064,0.086,0.064,0.151,5
1999,NL,Roosevelt Brown,23,CHC,33,70,64,6,14,6,1,1,10,2,14,0.219,0.239,0.391,0.629,25
1999,NL,Mark Brownson,24,COL,7,11,9,1,1,0,0,0,0,0,2,0.111,0.111,0.111,0.222,1
1999,NL,Jacob Brumfield,34,LAD,18,17,17,4,5,0,1,0,1,0,5,0.294,0.294,0.412,0.706,7
1999,NL,Ellis Burks,34,SFG,120,469,390,73,110,19,0,31,96,69,86,0.282,0.394,0.569,0.964,222
1999,NL,A.J. Burnett,22,FLA,7,17,17,1,2,0,0,0,0,0,10,0.118,0.118,0.118,0.235,2
1999,NL,Jeromy Burnitz,30,MIL,130,580,467,87,126,33,2,33,103,91,124,0.27,0.402,0.561,0.963,262
1999,NL,Mike Busby,26,STL,15,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Paul Byrd,28,PHI,30,71,55,6,7,0,0,0,4,5,11,0.127,0.2,0.127,0.327,7
1999,NL,Jose Cabrera,27,HOU,24,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Orlando Cabrera,24,MON,104,407,382,48,97,23,5,8,39,18,38,0.254,0.293,0.403,0.696,154
1999,NL,Mike Cameron,26,CIN,146,636,542,93,139,34,9,21,66,80,145,0.256,0.357,0.469,0.825,254
1999,NL,Ken Caminiti,36,HOU,78,329,273,45,78,11,1,13,56,46,58,0.286,0.386,0.476,0.862,130
1999,NL,Robinson Cancel,23,MIL,15,48,44,5,8,2,0,0,5,2,12,0.182,0.234,0.227,0.461,10
1999,NL,John Cangelosi,36,COL,7,6,6,0,1,1,0,0,0,0,4,0.167,0.167,0.333,0.5,2
1999,NL,Jay Canizaro,25,SFG,12,19,18,5,8,2,0,1,9,1,2,0.444,0.474,0.722,1.196,13
1999,NL,Dan Carlson,29,ARI,2,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Buddy Carlyle,21,SDP,7,11,9,1,2,0,0,0,1,2,3,0.222,0.364,0.222,0.586,2
1999,NL,Sean Casey,24,CIN,151,669,594,103,197,42,3,25,99,61,88,0.332,0.399,0.539,0.938,320
1999,NL,Vinny Castilla,31,COL,158,674,615,83,169,24,1,33,102,53,75,0.275,0.331,0.478,0.809,294
1999,NL,Alberto Castillo,29,STL,93,290,255,21,67,8,0,4,31,24,48,0.263,0.326,0.341,0.667,87
1999,NL,Luis Castillo,23,FLA,128,563,487,76,147,23,4,0,28,67,85,0.302,0.384,0.366,0.75,178
1999,NL,Juan Castro,27,LAD,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Ramon Castro,23,FLA,24,78,67,4,12,4,0,2,4,10,14,0.179,0.282,0.328,0.61,22
1999,NL,Mike Cather,28,ATL,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Domingo Cedeno,30,PHI,32,72,66,5,10,4,0,1,5,5,22,0.152,0.211,0.258,0.469,17
1999,NL,Roger Cedeno,24,NYM,155,525,453,90,142,23,4,4,36,60,100,0.313,0.396,0.408,0.804,185
1999,NL,Robinson Checo,27,LAD,9,4,3,0,1,0,0,0,2,0,2,0.333,0.333,0.333,0.667,1
1999,NL,Bruce Chen,22,ATL,15,12,11,0,0,0,0,0,0,0,6,0,0,0,0,0
1999,NL,Bobby Chouinard,27,ARI,30,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1999,NL,Jason Christiansen,29,PIT,36,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Jeff Cirillo,29,MIL,157,697,607,98,198,35,1,15,88,75,83,0.326,0.401,0.461,0.862,280
1999,NL,Chris Clapinski,27,FLA,36,66,56,6,13,1,2,0,2,9,12,0.232,0.348,0.321,0.67,18
1999,NL,Matt Clement,24,SDP,30,62,52,7,4,0,0,0,1,4,28,0.077,0.143,0.077,0.22,4
1999,NL,Edgard Clemente,23,COL,57,171,162,24,41,10,2,8,25,7,46,0.253,0.282,0.488,0.77,79
1999,NL,Brad Clontz,28,PIT,51,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Greg Colbrunn,29,ARI,67,153,135,20,44,5,3,5,24,12,23,0.326,0.392,0.519,0.911,70
1999,NL,Lou Collier,25,MIL,74,152,135,18,35,9,0,2,21,14,32,0.259,0.325,0.37,0.695,50
1999,NL,Dennis Cook,36,NYM,66,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Brent Cookson,29,LAD,3,5,5,0,1,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1
1999,NL,Rocky Coppinger,25,MIL,29,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Trace Coquillette,25,MON,17,55,49,2,13,3,0,0,4,4,7,0.265,0.333,0.327,0.66,16
1999,NL,Alex Cora,23,LAD,11,31,30,2,5,1,0,0,3,0,4,0.167,0.194,0.2,0.394,6
1999,NL,Archie Corbin,31,FLA,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Francisco Cordova,27,PIT,25,56,49,2,8,0,0,0,2,2,15,0.163,0.196,0.163,0.359,8
1999,NL,Reid Cornelius,29,FLA,5,6,5,0,1,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1
1999,NL,David Cortes,25,ATL,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Craig Counsell,28,FLA,37,73,66,4,10,1,0,0,2,5,10,0.152,0.211,0.167,0.378,11
1999,NL,Craig Counsell,28,LAD,50,122,108,20,28,6,0,0,9,9,14,0.259,0.311,0.315,0.626,34
1999,NL,Darron Cox,31,MON,15,27,25,2,6,1,0,1,2,0,5,0.24,0.296,0.4,0.696,10
1999,NL,Doug Creek,30,CHC,3,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Tripp Cromer,31,LAD,33,57,52,5,10,0,0,2,8,5,10,0.192,0.263,0.308,0.571,16
1999,NL,Rich Croushore,28,STL,56,4,3,1,1,0,0,0,0,1,1,0.333,0.5,0.333,0.833,1
1999,NL,Ivan Cruz,31,PIT,5,10,10,3,4,0,0,1,2,0,2,0.4,0.4,0.7,1.1,7
1999,NL,Will Cunnane,25,SDP,22,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Jeff D'Amico,23,MIL,1,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Omar Daal,27,ARI,30,77,69,8,16,2,0,0,4,2,10,0.232,0.254,0.261,0.514,18
1999,NL,Carl Dale,26,MIL,4,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Vic Darensbourg,28,FLA,54,1,0,0,0,0,0,0,0,1,0,,1,,,0
1999,NL,Mike Darr,23,SDP,25,53,48,6,13,1,0,2,3,5,18,0.271,0.34,0.417,0.756,20
1999,NL,Ben Davis,22,SDP,76,293,266,29,65,14,1,5,30,25,70,0.244,0.307,0.361,0.668,96
1999,NL,Eric Davis,37,STL,58,223,191,27,49,9,2,5,30,30,49,0.257,0.359,0.403,0.762,77
1999,NL,Travis Dawkins,20,CIN,7,8,7,1,1,0,0,0,0,0,4,0.143,0.25,0.143,0.393,1
1999,NL,Valerio De Los Santos,26,MIL,7,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Rick DeHart,29,MON,3,0,0,0,0,0,0,0,0,0,0,,,,,0
1999,NL,Mike DeJean,28,COL,54,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,NL,Miguel Del Toro,27,SFG,14,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0
1999,NL,Wilson Delgado,26,SFG,35,78,71,7,18,2,1,0,3,5,9,0.254,0.312,0.31,0.622,22
1999,NL,David Dellucci,25,ARI,63,123,109,27,43,7,1,1,15,11,24,0.394,0.463,0.505,0.968,55
1999,NL,Ryan Dempster,22,FLA,25,51,49,5,5,1,0,0,2,1,22,0.102,0.12,0.122,0.242,6
1999,NL,Mark DeRosa,24,ATL,7,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0
1999,NL,Alex Diaz,30,HOU,30,53,50,3,11,2,0,1,7,3,13,0.22,0.264,0.32,0.584,16
1999,NL,Edwin Diaz,24,ARI,4,8,5,2,2,2,0,0,1,3,1,0.4,0.625,0.8,1.425,4
1999,NL,Jerry Dipoto,31,COL,61,6,5,0,0,0,0,0,0,1,2,0,0.167,0,0.167,0
1999,NL,David Doster,28,PHI,99,112,97,9,19,2,0,3,10,12,23,0.196,0.282,0.309,0.591,30
1999,NL,Octavio Dotel,25,NYM,18,30,24,2,3,0,0,0,1,4,17,0.125,0.276,0.125,0.401,3
1999,NL,Jim Dougherty,31,PIT,2,1,0,0,0,0,0,0,0,1,0,,1,,,0
1999,NL,Darren Dreifort,27,LAD,29,69,62,7,13,4,0,1,9,3,23,0.21,0.246,0.323,0.569,20
1999,NL,J.D. Drew,23,STL,104,430,368,72,89,16,6,13,39,50,77,0.242,0.34,0.424,0.763,156
1999,NL,Rob Ducey,34,PHI,104,227,188,29,49,10,2,8,33,38,57,0.261,0.383,0.463,0.846,87
1999,NL,Shawon Dunston,36,STL,62,158,150,23,46,5,2,5,25,2,23,0.307,0.327,0.467,0.794,70
1999,NL,Shawon Dunston,36,NYM,42,97,93,12,32,6,1,0,16,0,16,0.344,0.354,0.43,0.784,40
1999,NL,Todd Dunwoody,24,FLA,64,200,186,20,41,6,3,2,20,12,41,0.22,0.27,0.317,0.587,59
1999,NL,Erubiel Durazo,25,ARI,52,185,155,31,51,4,2,11,30,26,43,0.329,0.422,0.594,1.015,92
1999,NL,Derrin Ebert,22,ATL,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
